,accuracy,k,n_classes_,n_features_,n_informative_,n_samples_,scale_,sim_id,strategy
0,0.7737,40,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,45,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,50,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,60,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,70,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,80,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7789,90,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7737,100,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7789,200,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.7789,300,4,41,5,1898,1.885808965720439,21.0,ds_knora_eliminate
0,0.3644,3,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,5,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,10,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,15,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,20,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,25,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,30,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,35,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,40,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,45,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,50,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,60,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,70,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,80,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,90,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,100,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,200,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.4153,300,21,62,29,1175,0.7847162452280672,22.0,ds_knora_eliminate
0,0.5839,3,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.6522,5,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7019,10,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,15,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,20,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,25,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,30,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,35,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,40,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,45,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,50,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,60,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,70,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,80,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,90,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,100,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,200,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.7205,300,14,58,31,1609,0.815392558707448,23.0,ds_knora_eliminate
0,0.3836,3,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.3962,5,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,10,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4025,15,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4151,20,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,25,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,30,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,35,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,40,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,45,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,50,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,60,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,70,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,80,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,90,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,100,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,200,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.4088,300,23,52,28,1581,2.039243586918202,24.0,ds_knora_eliminate
0,0.1505,3,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.1828,5,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2043,10,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2258,15,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2258,20,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,25,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,30,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,35,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,40,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,45,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,50,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,60,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,70,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,80,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,90,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,100,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,200,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.2366,300,26,81,32,921,2.0747109598995914,25.0,ds_knora_eliminate
0,0.197,3,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2197,5,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2348,10,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2273,15,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2273,20,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,25,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.25,30,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.25,35,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,40,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,45,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,50,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,60,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,70,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,80,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,90,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,100,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,200,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.2424,300,41,51,48,1313,1.7802550330677616,26.0,ds_knora_eliminate
0,0.4512,3,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,5,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,10,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,15,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,20,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,25,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,30,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,35,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,40,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,45,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,50,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,60,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,70,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,80,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,90,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,100,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,200,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.5,300,12,44,13,820,2.4934718741113517,27.0,ds_knora_eliminate
0,0.757,3,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.8131,5,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.8785,10,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.8972,15,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,20,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,25,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,30,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,35,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,40,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,45,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,50,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,60,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,70,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,80,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,90,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,100,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,200,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.9065,300,4,65,11,1063,0.8449926389403288,28.0,ds_knora_eliminate
0,0.3049,3,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.4146,5,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,10,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,15,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,20,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,25,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,30,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,35,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,40,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,45,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,50,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,60,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,70,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,80,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,90,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,100,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,200,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.439,300,17,48,23,812,1.7648772666166996,30.0,ds_knora_eliminate
0,0.906,3,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9231,5,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9316,10,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,15,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,20,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,25,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,30,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,35,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,40,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,45,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,50,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,60,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,70,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,80,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,90,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,100,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,200,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.9402,300,4,6,5,1168,2.1670790508091655,31.0,ds_knora_eliminate
0,0.1935,3,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2581,5,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,10,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,15,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,20,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,25,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,30,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,35,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,40,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,45,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,50,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,60,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,70,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,80,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,90,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,100,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,200,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.2742,300,31,58,54,619,1.286683905329348,32.0,ds_knora_eliminate
0,0.7838,3,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.8559,5,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.8829,10,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,15,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,20,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,25,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,30,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,35,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,40,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,45,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,50,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,60,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,70,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,80,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,90,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,100,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,200,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.9099,300,6,23,18,1107,2.4124226229303987,33.0,ds_knora_eliminate
0,0.2952,3,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3333,5,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,10,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,15,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,20,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,25,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,30,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,35,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,40,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,45,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,50,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,60,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,70,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,80,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,90,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,100,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,200,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.3714,300,17,82,25,1043,1.429054744423586,34.0,ds_knora_eliminate
0,0.5086,3,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.5776,5,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.5948,10,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,15,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,20,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.5948,25,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,30,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,35,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,40,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,45,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,50,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,60,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,70,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,80,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,90,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,100,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,200,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.6034,300,13,47,26,1151,1.0224708724374714,35.0,ds_knora_eliminate
0,0.7438,3,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7355,5,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,10,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7686,15,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,20,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,25,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,30,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,35,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,40,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,45,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,50,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,60,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,70,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,80,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,90,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,100,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,200,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.7521,300,3,11,4,1201,2.4520653530110437,36.0,ds_knora_eliminate
0,0.9722,3,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9722,5,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9722,10,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,15,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,20,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,25,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,30,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,35,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,40,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,45,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,50,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,60,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,70,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,80,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,90,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,100,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,200,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.9861,300,3,7,4,714,0.5958857591687876,37.0,ds_knora_eliminate
0,0.5143,3,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.5714,5,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6571,10,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6643,15,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6643,20,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6643,25,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6714,30,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6714,35,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6714,40,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,45,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,50,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,60,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,70,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,80,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,90,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,100,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,200,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.6786,300,13,29,21,1396,1.7103146144925778,38.0,ds_knora_eliminate
0,0.1564,3,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2011,5,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,10,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,15,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,20,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2346,25,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,30,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,35,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,40,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2346,45,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,50,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,60,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,70,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,80,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,90,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,100,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,200,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2291,300,31,78,41,1788,2.4655167222084313,39.0,ds_knora_eliminate
0,0.2,3,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2267,5,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,10,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,15,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,20,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,25,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,30,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,35,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,40,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,45,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.2533,50,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,60,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,70,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,80,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,90,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,100,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,200,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.24,300,29,96,41,748,0.6142310329256344,40.0,ds_knora_eliminate
0,0.8671,3,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8671,5,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8734,10,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
0,0.8797,15,3,33,11,1577,2.34806535123903,41.0,ds_knora_eliminate
