,accuracy,k,n_classes_,n_features_,n_informative_,n_samples_,scale_,sim_id,strategy
0,0.129,3,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.1613,5,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.1613,10,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2097,15,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,20,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2581,25,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2419,30,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2419,35,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2419,40,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2419,45,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,50,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,60,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,70,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,80,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,90,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,100,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,200,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.2258,300,28,82,52,614,1.0668179074058874,44.0,ds_la_ola
0,0.3548,3,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.4355,5,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.5968,10,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.5806,15,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6129,20,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6129,25,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.629,30,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6613,35,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6774,40,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6774,45,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6774,50,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6774,60,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,70,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,80,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,90,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,100,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,200,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.6935,300,6,54,25,620,2.377258286639808,45.0,ds_la_ola
0,0.7637,3,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.7857,5,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.7802,10,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8077,15,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8187,20,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8462,25,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8736,30,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8681,35,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8736,40,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8846,45,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.8956,50,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9066,60,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9121,70,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9176,80,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9121,90,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9121,100,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9286,200,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.9286,300,4,31,10,1815,0.9021905066317273,46.0,ds_la_ola
0,0.1049,3,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.1748,5,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2378,10,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2448,15,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2448,20,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,25,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,30,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,35,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,40,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,45,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,50,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,60,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,70,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,80,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,90,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,100,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,200,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.2517,300,36,69,53,1429,1.091189684552797,47.0,ds_la_ola
0,0.5909,3,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.6818,5,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.7386,10,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.7841,15,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.7955,20,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.7955,25,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.7955,30,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8182,35,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8182,40,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8182,45,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8182,50,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,60,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,70,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,80,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,90,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,100,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,200,9,20,13,877,2.093562105995667,50.0,ds_la_ola
0,0.8295,300,9,20,13,877,2.093562105995667,50.0,ds_la_ola
